strain,GISAID_id
A/Valparaiso/74619/2022,EPI_ISL_14924431
A/Peru/1910/2023,EPI_ISL_18021244
A/Saint-Petersburg/RII-5583S/2022,EPI_ISL_16823163
A/Peru/2090/2023,EPI_ISL_18021267
A/New York/02/2022,EPI_ISL_9390600
A/Saskatchewan/SKFLU306263/2023,EPI_ISL_17658778
A/Togo/1094/2022,EPI_ISL_13957711
A/Togo/1188/2022,EPI_ISL_13957749
A/Togo/1153/2022,EPI_ISL_13957744
A/Togo/1165/2022,EPI_ISL_13957746
A/Tumbes/FPT02312/2022(H3N2),EPI_ISL_13044335
A/Suriname/0506/2023,EPI_ISL_18303934
A/Tumbes/FPT02308/2022(H3N2),EPI_ISL_13044334
A/Georgia/40/2023,EPI_ISL_18303933
A/Peru/6668/2023,EPI_ISL_18021304
A/Tumbes/FPT02280/2022(H3N2),EPI_ISL_13044333
A/Tokyo/22FS001/2022,EPI_ISL_17980351
A/Togo/1132/2022,EPI_ISL_13957753
A/Singapore/NTF0033/2022,EPI_ISL_16433748
A/Georgia/39/2023,EPI_ISL_18303928
A/Trujillo/TRU02590/2022(H3N2),EPI_ISL_13044342
A/South Africa/K056297/2023,EPI_ISL_17982368
A/Trujillo/TRU02588/2022(H3N2),EPI_ISL_13044341
A/Trujillo/TRU02567/2022(H3N2),EPI_ISL_13044340
A/Trujillo/TRU02559/2022(H3N2),EPI_ISL_13044339
A/Singapore/KK1006/2022,EPI_ISL_16433743
A/Trujillo/TRU02521/2022(H3N2),EPI_ISL_13044338
A/Trujillo/TRU02517/2022(H3N2),EPI_ISL_13044337
A/Tumbes/FPT02314/2022(H3N2),EPI_ISL_13044336
A/Singapore/GP3657/2022,EPI_ISL_16433728
A/Singapore/IMH0073/2022,EPI_ISL_16433732
A/El Salvador/1096/2023,EPI_ISL_17806287
A/Victoria/4294/2022,EPI_ISL_14467615
A/Singapore/GP1769/2023,EPI_ISL_17974230
A/Singapore/GP12092/2022,EPI_ISL_16433724
A/Samut Songkhram/THIS061/2023,EPI_ISL_18320344
A/Suriname/0505/2023,EPI_ISL_18303940
A/Suriname/0587/2023,EPI_ISL_18303939
A/Suriname/0547/2023,EPI_ISL_18303938
A/Suriname/0609/2023,EPI_ISL_18303937
A/Suriname/0503/2023,EPI_ISL_18303936
A/Valparaiso/74618/2022,EPI_ISL_14924340
A/Bhutan/1254/2022,EPI_ISL_11956822
A/SAPPORO/9/2023,EPI_ISL_17789930
A/Bhutan/1318/2022,EPI_ISL_15929878
A/YAMAGATA/18/2023,EPI_ISL_17789927
A/YAMAGATA/3/2023,EPI_ISL_17789926
A/OSAKA/30/2023,EPI_ISL_17789925
A/Bhutan/1253/2022,EPI_ISL_11956824
A/Guatemala/65/2022,EPI_ISL_12710449
A/South Dakota/29/2022,EPI_ISL_15929863
A/Peru/6669/2023,EPI_ISL_18021351
A/Bangkok/P3599/2023,EPI_ISL_18320366
A/Bangkok/P3596/2023,EPI_ISL_18320364
A/Tennessee/35/2022,EPI_ISL_15929871
A/YOKOHAMA/31/2023,EPI_ISL_17801740
A/YOKOHAMA/15/2023,EPI_ISL_17801739
A/Togo/1896/2022,EPI_ISL_16837124
A/YOKOHAMA/13/2023,EPI_ISL_17801738
A/Congo/026/2022,EPI_ISL_11969459
A/SAPPORO/12/2023,EPI_ISL_17801736
A/YAMAGUCHI/10/2023,EPI_ISL_17801735
A/Togo/1600/2022,EPI_ISL_16837128
A/Togo/1444/2022,EPI_ISL_16837130
A/Washington/02/2022,EPI_ISL_10492842
A/Uaq/7615/2023,EPI_ISL_18108952
A/Singapore/TT0264/2022,EPI_ISL_17445382
A/Nicaragua/9391/2022,EPI_ISL_13284292
A/Washington/01/2022,EPI_ISL_10492846
A/Togo/2201/2022,EPI_ISL_16837135
A/Tasmania/371/2022,EPI_ISL_17306136
A/Togo/1932/2022,EPI_ISL_16837136
A/Togo/1626/2022,EPI_ISL_16837137
A/Victoria/4331/2022,EPI_ISL_16454634
A/Togo/1618/2022,EPI_ISL_16837139
A/Victoria/77/2023,EPI_ISL_17306140
A/Kosova/954/2022,EPI_ISL_12219308
A/YAMANASHI/23015/2023,EPI_ISL_17801750
A/Togo/1908/2022,EPI_ISL_16837146
A/Switzerland/89582/2022,EPI_ISL_16681954
A/Togo/1902/2022,EPI_ISL_16837149
A/Togo/1649/2022,EPI_ISL_16837152
A/Togo/1861/2022,EPI_ISL_16837153
A/Togo/1899/2022,EPI_ISL_16837154
A/Togo/1505/2022,EPI_ISL_16837159
A/Togo/1620/2022,EPI_ISL_16837160
A/Rhode Island/41/2022,EPI_ISL_15291329
A/Philippines/37/2022,EPI_ISL_17306145
A/Togo/1900/2022,EPI_ISL_16837161
A/Netherlands/01744/2023,EPI_ISL_18500144
A/West Virginia/19/2022,EPI_ISL_13284321
A/Togo/1614/2022,EPI_ISL_16837164
A/Togo/1898/2022,EPI_ISL_16837165
A/Seoul/921/2023,EPI_ISL_18231842
A/Finland/407/2023,EPI_ISL_18237986
A/Togo/1895/2022,EPI_ISL_16837176
A/Togo/1380/2022,EPI_ISL_16837178
A/Togo/1501/2022,EPI_ISL_16837182
A/Togo/1859/2022,EPI_ISL_16837183
A/Colombia/3467/2022,EPI_ISL_15025114
A/Togo/1907/2022,EPI_ISL_16837184
A/Togo/1960/2022,EPI_ISL_16837185
A/Togo/1599/2022,EPI_ISL_16837186
A/Valdivia/88583/2022,EPI_ISL_14934944
A/Bhutan/0437/2022,EPI_ISL_11969531
A/Peru/UPCH_3886/2023,EPI_ISL_17764929
A/Romania/619/2022,EPI_ISL_12809107
A/WAKAYAMA/49/2023,EPI_ISL_17517145
A/Romania/551/2022,EPI_ISL_12809108
A/Hawaii/32/2022,EPI_ISL_15291313
A/Talca/53387/2022,EPI_ISL_14936967
A/VinaDelMar/90277/2022,EPI_ISL_14936973
A/Togo/1627/2022,EPI_ISL_16837236
A/Togo/1854/2022,EPI_ISL_16837237
A/Argentina/2234/2022,EPI_ISL_13284287
A/Argentina/1983/2022,EPI_ISL_13284285
A/Saint-Petersburg/RII-3634S/2022,EPI_ISL_16270208
A/Tasmania/291/2022,EPI_ISL_15907722
A/Argentina/1879/2022,EPI_ISL_13284272
A/Temuco/88580/2022,EPI_ISL_14934943
A/Ireland/21983/2023,EPI_ISL_17820301
A/India/Pun-NIV226240/Nov2022,EPI_ISL_16970375
A/India/Pun-NIV225763/Nov2022,EPI_ISL_16970378
A/Santiago/34138/2022,EPI_ISL_14891881
A/Sri Lanka/26/2022,EPI_ISL_18242205
A/India/Pun-NIVSARI1947/Aug2022,EPI_ISL_16970377
A/Victoria/984/2022,EPI_ISL_13175618
A/Santiago/135413/2022,EPI_ISL_17535621
A/Victoria/993/2022,EPI_ISL_13175622
A/Victoria/822/2022,EPI_ISL_13175640
A/Uruguay/1046/2022,EPI_ISL_13284184
A/Colombia/2485/2022,EPI_ISL_13284190
A/Saint-Petersburg/RII-9000S/2023,EPI_ISL_16741225
A/Victoria/947/2022,EPI_ISL_13175647
A/Saint-Petersburg/RII-7717S/2022,EPI_ISL_16741224
A/Saint-Petersburg/RII-7616S/2022,EPI_ISL_16741223
A/Saint-Petersburg/RII-6227S/2022,EPI_ISL_16741222
A/Uruguay/1045/2022,EPI_ISL_13284182
A/Saint-Petersburg/RII-91V/2022,EPI_ISL_16741217
A/Uruguay/127/2022,EPI_ISL_13284202
A/Niger/10322/2022,EPI_ISL_10828549
A/Niger/10307/2022,EPI_ISL_10828548
A/Uruguay/1066/2022,EPI_ISL_13284207
A/Colombia/2436/2022,EPI_ISL_13284204
A/Uruguay/1044/2022,EPI_ISL_13284194
A/Saint-Petersburg/RII-8204S/2022,EPI_ISL_16741202
A/Victoria/954/2022,EPI_ISL_13175652
A/Niger/10289/2022,EPI_ISL_10828552
A/Wellington/21/2022,EPI_ISL_14467944
A/Niger/10380/2022,EPI_ISL_10828561
A/India/Pun-NIVSARI2604/Sep2022,EPI_ISL_16970423
A/Wellington/31/2022,EPI_ISL_14467945
A/Wellington/9/2022,EPI_ISL_14467946
A/Sri Lanka/7/2023,EPI_ISL_18242209
A/India/Pun-NIVARI66/Sep2022,EPI_ISL_16970425
A/Singapore/GP3455/2023,EPI_ISL_17980079
A/Singapore/NUH0116/2022,EPI_ISL_17965782
A/Singapore/NUH0096/2022,EPI_ISL_17965781
A/Singapore/TT0197/2022,EPI_ISL_17965785
A/Singapore/TT0244/2022,EPI_ISL_17965790
A/Singapore/TT0246/2022,EPI_ISL_17965791
A/Singapore/TT0241/2022,EPI_ISL_17965788
A/Valdivia/89034/2022,EPI_ISL_14936877
A/Singapore/TT0243/2022,EPI_ISL_17965789
A/Seoul/727/2023,EPI_ISL_17150676
A/Sri Lanka/2/2022,EPI_ISL_9847623
A/Sri Lanka/1/2022,EPI_ISL_9847620
A/Romania/548413/2023,EPI_ISL_17634004
A/Wisconsin/38/2023,EPI_ISL_17625814
A/Texas/11/2023,EPI_ISL_17625815
A/Sri Lanka/5/2022,EPI_ISL_9847626
A/India/Kerala-22-05-V418/2022,EPI_ISL_14863106
A/Oman/0124/2022,EPI_ISL_14863110
A/Valparaiso/94712/2022,EPI_ISL_17543918
A/Denmark/747/2023,EPI_ISL_17550060
A/Zambia/7161/2022,EPI_ISL_15393539
A/Roraima/2022-020832-IEC/2022,EPI_ISL_17081065
A/Singapore/TT0318/2022,EPI_ISL_17965794
A/Singapore/TT0257/2022,EPI_ISL_17965792
A/Singapore/TT0300/2022,EPI_ISL_17965793
A/Rancagua/71324/2022,EPI_ISL_14863121
A/India/Kerala-22-05-V419/2022,EPI_ISL_14863127
A/Singapore/NUH0012/2023,EPI_ISL_17965797
A/Arizona/26/2022,EPI_ISL_13284147
A/India/Kerala-22-05-V420/2022,EPI_ISL_14863128
A/Singapore/SKH0001/2023,EPI_ISL_17965805
A/Santiago/4525/2022,EPI_ISL_14853351
A/Netherlands/10522/2023,EPI_ISL_17716487
A/Guatemala/274/2022,EPI_ISL_16448755
A/Netherlands/01221/2022,EPI_ISL_15647968
A/Netherlands/01774/2023,EPI_ISL_18509062
A/Uppsala/20/2022,EPI_ISL_16809245
A/Vasteras/2/2022,EPI_ISL_16809249
A/Tunisia/9412/2022,EPI_ISL_14951623
A/Tunisia/1549/2022,EPI_ISL_14951630
A/Victoria/5249/2022,EPI_ISL_16522448
A/Port Talbot/6877/2023,EPI_ISL_17200439
A/Argentina/0941/2022,EPI_ISL_13284606
A/KANAGAWA/IC2242/2023,EPI_ISL_18111777
A/Ghana/2122/2022,EPI_ISL_14951644
A/Hebei-Zunhua/1440/2023,EPI_ISL_18068778
A/Argentina/0944/2022,EPI_ISL_13284592
A/Bhutan/FLU-BTA-00748/2022,EPI_ISL_18384163
A/Bhutan/FLU-BTA-00783/2022,EPI_ISL_18384164
A/Ghana/2084/2022,EPI_ISL_14951643
A/Zambia/9275/2022,EPI_ISL_17212750
A/Sweden/8/2023,EPI_ISL_17360193
A/Zambia/1315/2022,EPI_ISL_17212751
A/Bhutan/74/2022,EPI_ISL_16835914
A/New Jersey/27/2022,EPI_ISL_14036122
A/Nagasaki/21FS013/2022,EPI_ISL_15232185
A/Hubei-Maojian/14502/2023,EPI_ISL_18068801
A/Bahrain/4658/2022,EPI_ISL_14036100
A/Vermont/12/2023,EPI_ISL_17212757
A/Nagasaki/21FS014/2022,EPI_ISL_15232187
A/Zambia/1455/2022,EPI_ISL_17212754
A/Bolivia/18559VIR/2022,EPI_ISL_13892742
A/Zambia/6217/2022,EPI_ISL_17212752
A/Nakhon Phanom/P826/2023,EPI_ISL_17554780
A/Cote D'Ivoire/2584/2023,EPI_ISL_18451779
A/Cote D'Ivoire/2405/2023,EPI_ISL_18451778
A/Surat Thani/NIC-P1935/2022,EPI_ISL_15967407
A/Dominican Republic/195/2022,EPI_ISL_13892749
A/Singapore/GP8377/2023,EPI_ISL_17974641
A/Vasteras/3/2023,EPI_ISL_18462074
A/Pakistan/GIHSN/ICT/1234/2023,EPI_ISL_17276259
A/Tunisia/22520/2022,EPI_ISL_16759962
A/Dakar/1462/2022,EPI_ISL_16018578
A/Togo/1184/2022,EPI_ISL_14333117
A/Tunisia/23285/2022,EPI_ISL_16759952
A/Tunisia/23298/2022,EPI_ISL_16759949
A/Honduras/3279/2022,EPI_ISL_11496666
A/New Mexico/24/2023,EPI_ISL_17212784
A/Singapore/KK0049/2022,EPI_ISL_16858489
A/Pakistan/GIHSN/ICT/1339/2023,EPI_ISL_17276287
A/Pakistan/GIHSN/ICT/1314/2023,EPI_ISL_17276286
A/South Australia/266/2023,EPI_ISL_18365795
A/Singapore/TT0052/2022,EPI_ISL_16858493
A/Orebro/1/2023,EPI_ISL_18462054
A/OSAKA/43/2023,EPI_ISL_18218385
A/Victoria/68/2022,EPI_ISL_12579896
A/Bhutan/2009/2022,EPI_ISL_16835976
A/SouthSudan/655/2023,EPI_ISL_18337182
A/Portugal/210312/2022,EPI_ISL_14759018
A/SouthSudan/657/2023,EPI_ISL_18337179
A/SouthSudan/658/2023,EPI_ISL_18337178
A/Valladolid/4167/2023,EPI_ISL_18044317
A/Portugal/210307/2022,EPI_ISL_14759023
A/Victoria/99/2022,EPI_ISL_12579881
A/Poland/PL92/2022,EPI_ISL_16759912
A/Abu Dhabi/1112067/2022,EPI_ISL_13892683
A/Victoria/62/2022,EPI_ISL_12579877
A/Khon Kaen/FSEQ11/2023,EPI_ISL_17597840
A/Victoria/67a/2022,EPI_ISL_12579875
A/Khon Kaen/FSEQ12/2023,EPI_ISL_17597841
A/Victoria/65/2022,EPI_ISL_12579869
A/Victoria/56/2022,EPI_ISL_12579868
A/Victoria/54/2022,EPI_ISL_12579866
A/SouthSudan/642/2023,EPI_ISL_18337190
A/SouthSudan/656/2023,EPI_ISL_18337188
A/SouthSudan/644/2023,EPI_ISL_18337187
A/Netherlands/01617/2023,EPI_ISL_18101678
A/Singapore/TT0204/2022,EPI_ISL_16520263
A/SouthSudan/641/2023,EPI_ISL_18337194
A/Wisconsin/20/2023,EPI_ISL_17100217
A/Singapore/TT0089/2022,EPI_ISL_16520257
A/SouthSudan/633/2023,EPI_ISL_18337192
A/Singapore/TT0029/2022,EPI_ISL_16520253
A/Singapore/TT0042/2022,EPI_ISL_16520254
A/Perth/429/2022,EPI_ISL_16454713
A/Netherlands/01643/2023,EPI_ISL_18101719
A/Perth/423/2022,EPI_ISL_16454712
A/Singapore/NUH0021/2022,EPI_ISL_16520248
A/Chiang Rai/P4543/2022,EPI_ISL_16645175
A/Victoria/70/2022,EPI_ISL_12579956
A/Chiang Rai/P4489/2022,EPI_ISL_16645170
A/Canberra/534/2022,EPI_ISL_16454699
A/Sydney/1308/2022,EPI_ISL_16454698
A/Victoria/86/2022,EPI_ISL_12579950
A/Sydney/1309/2022,EPI_ISL_16454697
A/Victoria/87/2022,EPI_ISL_12579948
A/Nakhon Phanom/P4400/2022,EPI_ISL_16645160
A/Victoria/5174/2022,EPI_ISL_16454700
A/Nakhon Phanom/P4347/2022,EPI_ISL_16645156
A/Nakhon Phanom/P4399/2022,EPI_ISL_16645159
A/South Australia/361/2022,EPI_ISL_16454689
A/South Australia/366/2022,EPI_ISL_16454688
A/Victoria/57/2022,EPI_ISL_12579939
A/Victoria/58/2022,EPI_ISL_12579938
A/Townsville/85/2022,EPI_ISL_16454683
A/Victoria/69/2022,EPI_ISL_12579933
A/Victoria/71/2022,EPI_ISL_12579932
A/South Australia/351/2022,EPI_ISL_16454687
A/Victoria/72/2022,EPI_ISL_12579931
A/South Australia/353/2022,EPI_ISL_16454686
A/South Australia/354/2022,EPI_ISL_16454685
A/Oregon/90/2022,EPI_ISL_16834031
A/Sao Paulo/21596/2022,EPI_ISL_15807488
A/Victoria/63/2022,EPI_ISL_12579917
A/ABUDHABI/UAE/4299563/2022,EPI_ISL_17233395
A/Victoria/59/2022,EPI_ISL_12579914
A/Bhutan/79/2022,EPI_ISL_16836086
A/Oregon/33/2022,EPI_ISL_15928817
A/Singapore/GP1048/2022,EPI_ISL_13655506
A/Singapore/TT0015/2022,EPI_ISL_13655507
A/Singapore/NUH0003/2022,EPI_ISL_13655508
A/Thailand/19/2022,EPI_ISL_16825349
A/Singapore/NUH0004/2022,EPI_ISL_13655509
A/Singapore/SAR32024/2022,EPI_ISL_13655510
A/Thailand/25/2022,EPI_ISL_16825351
A/Singapore/SAR32025/2022,EPI_ISL_13655511
A/Singapore/KK0036/2022,EPI_ISL_13655512
A/Singapore/GP1845/2022,EPI_ISL_13655513
A/Singapore/TT0016/2022,EPI_ISL_13655514
A/Singapore/SAR40868/2022,EPI_ISL_13655515
A/Bangladesh/3030/2022,EPI_ISL_16835596
A/Utah/30/2022,EPI_ISL_13897157
A/Thailand/16/2022,EPI_ISL_16825368
A/Thailand/21/2022,EPI_ISL_16825369
A/Singapore/KK0034/2022,EPI_ISL_13655497
A/Qatar/32-VI-22-1473069/2022,EPI_ISL_13837769
A/Qatar/15-VI-22-1525855/2022,EPI_ISL_13837773
A/Rhode Island/18/2022,EPI_ISL_12713444
A/Lima/IPE06146/2022(H3N2),EPI_ISL_11171202
A/Lima/IPE06145/2022(H3N2),EPI_ISL_11171201
A/Nagasaki/21FS015/2022,EPI_ISL_15259076
A/Washington/49/2022,EPI_ISL_15928799
A/Trujillo/TRU02478/2022(H3N2),EPI_ISL_11171206
A/Trujillo/TRU02494/2022(H3N2),EPI_ISL_11171207
A/Lithuania/48774/2022,EPI_ISL_16750033
A/Sao Paulo/IAL/C9782/2022,EPI_ISL_14986699
A/Bhutan/004/2022,EPI_ISL_17699902
A/Bhutan/0007/2023,EPI_ISL_17699903
A/Bhutan/0214/2022,EPI_ISL_17699900
A/Tokyo/22FS028/2022 ,EPI_ISL_17980454
A/Bhutan/1176/2022,EPI_ISL_16835645
A/Surat Thani/NIC-P1733/2022,EPI_ISL_15504805
A/Bhutan/0003/2023,EPI_ISL_17699908
A/Surat Thani/NIC-P1822/2022,EPI_ISL_15504806
A/Bhutan/0006/2023,EPI_ISL_17699909
A/Singapore/KK0032/2022,EPI_ISL_13655451
A/Bhutan/0001/2023,EPI_ISL_17699906
A/Sergipe/2286/2022,EPI_ISL_10081749
A/Bhutan/0002/2023,EPI_ISL_17699907
A/Sergipe/2285/2022,EPI_ISL_10081748
A/Bhutan/1436/2022,EPI_ISL_17699904
A/Surat Thani/NIC-P1732/2022,EPI_ISL_15504803
A/New Mexico/34/2023,EPI_ISL_17699927
A/Surat Thani/NIC-P2388/2022,EPI_ISL_15504818
A/Singapore/SAR38698/2022,EPI_ISL_13655472
A/Singapore/SAR39009/2022,EPI_ISL_13655478
A/Singapore/SAR39024/2022,EPI_ISL_13655479
A/Singapore/SAR39241/2022,EPI_ISL_13655483
A/Singapore/SAR39561/2022,EPI_ISL_13655484
A/Singapore/SAR40233/2022,EPI_ISL_13655485
A/Singapore/GP0636/2022,EPI_ISL_13655461
A/Singapore/SAR38387/2022,EPI_ISL_13655470
A/Singapore/SAR38586/2022,EPI_ISL_13655471
A/New Mexico/16/2022,EPI_ISL_13897044
A/Iceland/63284/2022,EPI_ISL_16749946
A/Iceland/57052/2022,EPI_ISL_16749939
A/Temuco/80574/2022,EPI_ISL_14927215
A/Singapore/NTF0004/2023,EPI_ISL_17966210
A/Sri Lanka/8/2022,EPI_ISL_16899219
A/Sri Lanka/6/2022,EPI_ISL_16899218
A/Sri Lanka/10/2022,EPI_ISL_16899221
A/Sri Lanka/17/2022,EPI_ISL_16899223
A/Lithuania/46698/2022,EPI_ISL_16749925
A/South Africa/R04940/2023,EPI_ISL_18230413
A/Sri Lanka/25/2022,EPI_ISL_16899226
A/Sergipe/2302/2022,EPI_ISL_12610907
A/Czech Republic/5177/2022,EPI_ISL_16811164
A/PARIS/55381/2022,EPI_ISL_15992168
A/Sri Lanka/2/2023,EPI_ISL_16899228
A/Iceland/63589/2022,EPI_ISL_16749921
A/Sri Lanka/6/2023,EPI_ISL_16899230
A/Santaigo/63110/2022,EPI_ISL_16815271
A/Santaigo/63111/2022,EPI_ISL_16815272
A/Santaigo/63113/2022,EPI_ISL_16815273
A/Victoria/33/2023,EPI_ISL_16864426
A/Victoria/12/2023,EPI_ISL_16899249
A/Santaigo/63447/2022,EPI_ISL_16815280
A/Mississippi/37/2022,EPI_ISL_16198982
A/Victoria/23/2023,EPI_ISL_16899257
A/Guyane/160/2022,EPI_ISL_14036329
A/Bhutan/1998/2022,EPI_ISL_16835787
A/Talca/49903/2022,EPI_ISL_14927150
A/Dakar/1642/2022,EPI_ISL_16018746
A/Uruguay/3349/2022,EPI_ISL_16833743
A/Tumbes/FPT02261/2022(H3N2),EPI_ISL_11171194
A/Uruguay/3693/2022,EPI_ISL_16833745
A/Roraima/2023-004077-IEC/2022,EPI_ISL_17464540
A/Valparaiso/80294/2022,EPI_ISL_14927157
A/Uruguay/3769/2022,EPI_ISL_16833751
A/HYOGO/3001/2022,EPI_ISL_16717088
A/Tunisia/8278/2022,EPI_ISL_13339947
A/Bhutan/2000/2022,EPI_ISL_16835812
A/Illinois/62/2022,EPI_ISL_16833767
A/Taiwan/40002/2022,EPI_ISL_16717075
A/Taiwan/80023/2022,EPI_ISL_16717073
A/Taiwan/70010/2022,EPI_ISL_16717072
A/Michigan/UOM10052407968/2023,EPI_ISL_18169061
A/Taiwan/70009/2022,EPI_ISL_16717071
A/Taiwan/70005/2022,EPI_ISL_16717070
A/Taiwan/70002/2022,EPI_ISL_16717069
A/Taiwan/60005/2022,EPI_ISL_16717068
A/Taiwan/50008/2022,EPI_ISL_16717067
A/Taiwan/40014/2022,EPI_ISL_16717066
A/Taiwan/40008/2022,EPI_ISL_16717065
A/YOKOHAMA/51/2023,EPI_ISL_17624309
A/Pennsylvania/01/2023,EPI_ISL_16868602
A/SHIMANE/77/2023,EPI_ISL_17952531
A/Niger/2504/2022,EPI_ISL_17100550
A/Niger/2447/2022,EPI_ISL_17100545
A/Niger/2298/2022,EPI_ISL_17100547
A/Peru/01/2023,EPI_ISL_18143005
A/YAMANASHI/23063/2023,EPI_ISL_17995550
A/Niger/2375/2022,EPI_ISL_17100552
A/Niger/2701/2022,EPI_ISL_17100553
A/SouthSudan/636/2023,EPI_ISL_18325254
A/Santiago/99842/2022,EPI_ISL_17544985
A/SouthSudan/640/2023,EPI_ISL_18325253
A/Saint-Petersburg/RII-13610S/2023,EPI_ISL_17710874
A/SouthSudan/643/2023,EPI_ISL_18325250
A/Nepal/424/2023,EPI_ISL_18118408
A/SouthSudan/637/2023,EPI_ISL_18325258
A/SouthSudan/632/2023,EPI_ISL_18325256
A/Bahrain/1899/2023,EPI_ISL_18143031
A/Hawaii/32/2023,EPI_ISL_18143037
A/Austria/1549156/2022,EPI_ISL_15519455
A/Ireland/81096/2022,EPI_ISL_17063729
A/California/70/2023,EPI_ISL_18143021
A/Togo/2225/2022,EPI_ISL_16834362
A/Togo/2166/2022,EPI_ISL_16834364
A/South Africa/R06346/2023,EPI_ISL_18106153
A/Togo/2184/2022,EPI_ISL_16834365
A/South Africa/R06347/2023,EPI_ISL_18106155
A/Togo/2168/2022,EPI_ISL_16834373
A/Sao Paulo/IAL/C9862/2022,EPI_ISL_15683242
A/Togo/2174/2022,EPI_ISL_16834374
A/Togo/2149/2022,EPI_ISL_16834375
A/Togo/2195/2022,EPI_ISL_16834376
A/Togo/2169/2022,EPI_ISL_16834377
A/Sao Paulo/IAL/C9858/2022,EPI_ISL_15683238
A/Togo/2162/2022,EPI_ISL_16834378
A/Sao Paulo/IAL/C9854/2022,EPI_ISL_15683236
A/District Of Columbia/14/2022,EPI_ISL_12109555
A/Sao Paulo/IAL/C9853/2022,EPI_ISL_15683235
A/Malaysia/RP0385/2022,EPI_ISL_18485066
A/Washington/36/2022,EPI_ISL_14466694
A/United Kingdom/13538/2022,EPI_ISL_16486048
A/Chiang Rai/P2513/2023,EPI_ISL_18093940
A/Maldives/720/2022,EPI_ISL_15394442
A/Surat Thani/P2518/2023,EPI_ISL_18093941
A/Maldives/740/2022,EPI_ISL_15394441
A/United Kingdom/13537/2022,EPI_ISL_16486047
A/Maldives/726/2022,EPI_ISL_15394447
A/Maldives/718/2022,EPI_ISL_15394444
A/Bhutan/FLU-BTG-00988/2022,EPI_ISL_18366320
A/Santiago/45024/2022,EPI_ISL_14900875
A/Bhutan/FLU-BTH-00738/2022,EPI_ISL_18366321
A/Bangkok/P2365/2023,EPI_ISL_18093949
A/Bhutan/FLU-BTI-01411/2022,EPI_ISL_18366323
A/Maldives/743/2022,EPI_ISL_15394433
A/Maldives/866/2022,EPI_ISL_15394438
A/Bhutan/FLU-BTI-01424/2022,EPI_ISL_18366324
A/Bhutan/FLU-BTI-01436/2022,EPI_ISL_18366325
A/Maldives/746/2022,EPI_ISL_15394439
A/Bhutan/FLU-BTD-01270/2022,EPI_ISL_18366312
A/Maldives/877/2022,EPI_ISL_15394458
A/Bhutan/FLU-BTD-01326/2022,EPI_ISL_18366313
A/SHIGA/43/2023,EPI_ISL_18306918
A/Bhutan/FLU-BTD-01342/2022,EPI_ISL_18366314
A/Zambia/9194/2022,EPI_ISL_15394456
A/Bhutan/FLU-BTD-01352/2022,EPI_ISL_18366315
A/Bhutan/FLU-BTE-00864/2022,EPI_ISL_18366316
A/Bhutan/FLU-BTE-00878/2022,EPI_ISL_18366317
A/WAKAYAMA/93/2023,EPI_ISL_18306914
A/Bhutan/FLU-BTE-01158/2022,EPI_ISL_18366318
A/Bhutan/FLU-BTE-01176/2022,EPI_ISL_18366319
A/Galicia/1467/2022,EPI_ISL_12179136
A/Maldives/741/2022,EPI_ISL_15394448
A/Maldives/875/2022,EPI_ISL_15394455
A/Bhutan/FLU-BTC-01222/2022,EPI_ISL_18366310
A/Bhutan/FLU-BTC-01231/2022,EPI_ISL_18366311
A/Togo/993/2022,EPI_ISL_13983313
A/Niger/3290/2022,EPI_ISL_17100673
A/Maldives/865/2022,EPI_ISL_15394415
A/Trujillo/TRU02749/2022(H3N2),EPI_ISL_17321862
A/Togo/908/2022,EPI_ISL_13983323
A/Zambia/9176/2022,EPI_ISL_15394426
A/Santiago/67198/2022,EPI_ISL_14923379
A/Surat Thani/P3781/2022,EPI_ISL_16608879
A/Togo/930/2022,EPI_ISL_13983303
A/Santiago/66715/2022,EPI_ISL_14923376
A/ABUDHABI/UAE/0001706/2022,EPI_ISL_17719195
A/Maldives/742/2022,EPI_ISL_15394431
A/ABUDHABI/UAE/0001650/2022,EPI_ISL_17719193
A/ABUDHABI/UAE/0001719/2022,EPI_ISL_17719191
A/ABUDHABI/UAE/0001566/2022,EPI_ISL_17719188
A/Maldives/705/2022,EPI_ISL_15394416
A/ABUDHABI/UAE/0001565/2022,EPI_ISL_17719189
A/Togo/948/2022,EPI_ISL_13983305
A/Maldives/737/2022,EPI_ISL_15394423
A/Togo/941/2022,EPI_ISL_13983304
A/Norway/05032/2023,EPI_ISL_17543061
A/Bangladesh/2623/2022,EPI_ISL_16836525
A/Utah/11/2022,EPI_ISL_11533826
A/Moscow/CRIE/9/2023,EPI_ISL_18403245
A/Vermont/18/2023,EPI_ISL_17559485
A/Bangladesh/2605/2022,EPI_ISL_16836534
A/ABUDHABI/UAE/0001672/2022,EPI_ISL_17719222
A/Mato Grosso do Sul/IAL/C9736/2022,EPI_ISL_14712410
A/Mato Grosso do Sul/IAL/C9737/2022,EPI_ISL_14712411
A/Mato Grosso do Sul/IAL/C9738/2022,EPI_ISL_14712412
A/New York/PV91178/2023,EPI_ISL_18401189
A/Bangladesh/2600/2022,EPI_ISL_16836544
A/Virginia/02/2022,EPI_ISL_12713474
A/Santiago/44462/2022,EPI_ISL_14900772
A/ABUDHABI/UAE/0001605/2022,EPI_ISL_17719238
A/Singapore/SAR30879/2022,EPI_ISL_13655576
